Id,SalePrice
2,123945.97979798025
4,272192.1500307784
6,199079.79225442107
7,227327.37581071266
17,206908.90467639032
18,367696.2230860186
22,194669.3356706095
27,118280.80951992303
31,99715.35086612903
36,153572.12875540316
39,390827.5644435971
40,254592.29048877634
42,323082.08003274875
46,231219.14519704797
53,161125.74679262537
58,172935.83537431102
61,318147.62327888666
72,245743.19702171462
79,101724.61445597878
80,195991.95496243876
82,166179.46278806613
83,98668.44531378774
85,154296.05276710828
88,122778.17353836847
92,287502.54078631895
93,279741.48990982387
95,164243.58977670362
102,194102.31188602853
103,172246.74047522616
106,235030.40859375618
107,166670.9066738471
110,227759.96088012424
114,199125.4330530259
116,177578.46727360252
117,156076.23989927972
118,153223.10960360555
125,170085.9707600753
126,180525.97890805258
127,153917.81151849162
128,202734.37300535283
134,147605.35520685502
135,182411.94048394263
137,238139.84393465274
143,134608.25711392227
147,135420.960266107
148,189712.5540882748
150,108051.46253704683
156,147832.86388482823
157,124173.04705951731
159,127373.64233782442
161,235795.27463156224
167,148464.08251297593
170,142095.44810101014
171,86372.44683304701
175,113654.09431055804
179,121708.5098439284
181,104616.61054971877
186,184292.91484562668
193,191978.32767302275
194,87659.4740212121
206,113974.7693967202
208,137617.7904202328
210,176558.10534175677
211,87943.85248602071
212,108357.09964472053
214,83114.31087684714
215,127502.31135473844
217,135207.2343731639
222,154786.04736000168
227,155941.10598341632
228,162474.03230448288
233,236389.42222008546
235,148004.6799229158
238,132951.19385014317
241,164714.49311809902
252,180436.09249898416
253,187657.99666671
256,153527.68363858314
257,171461.03328667485
258,189371.19013435874
259,185868.45246897082
261,150419.48389567673
263,129197.19339360496
266,230091.2324858753
267,219920.30287192587
270,136120.80750052448
271,248867.2338006472
276,116342.48190692857
285,159066.25660152233
288,64676.6377623889
289,149799.2739225317
290,119094.37497026793
291,131181.1192058633
292,118657.58384810617
293,186717.92112656386
294,221240.18563737493
295,186336.80705693513
304,112383.21933645176
322,352120.7404931451
326,177732.86283372127
327,84630.36630161492
328,138734.4782173354
331,76756.2026023646
332,73617.06543221047
333,88790.25771023972
335,145780.82875957538
337,177581.33892267421
342,115668.17135665118
343,184263.52022084445
347,178634.52835930552
350,325370.36069540563
352,231404.78706174757
358,218494.61847401442
359,180770.8585784276
360,159865.89452738306
368,333943.20250526216
369,294119.7289349093
373,182086.43305021964
377,229746.6145769411
383,201655.60087499977
386,211699.693910558
387,226808.3532797294
390,158475.82948493262
391,160973.8231225143
395,151086.55413554437
397,137999.4990512165
398,125377.93900518178
401,112794.5950911778
404,112503.66767392495
408,125668.05722082741
409,116556.52952281563
410,146994.64088998712
418,119187.56508724552
422,427837.3884406332
427,366420.2631319979
431,395105.8901991296
433,455266.317899853
437,352585.86392067384
438,281562.29141613503
442,355981.6673453797
447,238532.11916460382
459,338984.92756169953
460,288904.3507213868
464,196464.41308215624
465,181395.13703090974
467,191439.39995078673
468,197104.03003517396
474,160526.60368778295
480,196918.56195020152
481,202672.52046827177
483,215332.6399398364
488,177275.4277175982
492,175438.9005181319
494,166782.0411938088
499,316324.5939277296
500,279849.0903852433
501,319609.6724829765
503,269781.5533068544
506,257733.02199751826
508,242289.71276306955
511,266046.35407783237
515,238399.09459734953
519,241570.07647178142
521,253480.9498351697
530,233502.15016899214
532,223387.79486773504
534,173860.9683590308
540,164846.23900898686
541,129671.35059495295
551,158203.11806125968
552,151486.56024921424
554,98218.13685165042
555,125054.17214694849
556,127422.85370165082
557,134138.42004502652
565,261324.48409423634
566,231249.47597168174
567,169332.21277588917
569,219216.0576660384
570,194256.6156961459
574,207282.1893628773
575,336426.9491566739
576,194445.65619103666
577,216496.15971724337
578,198520.88154565718
583,226261.72209513132
584,214778.2666020103
585,157827.03426376282
587,195318.75901037717
593,205292.15543864632
597,198498.58741222607
598,186923.77701248784
599,170345.68008700357
600,128751.8235901339
605,157007.12508123877
607,173855.84351188684
608,160677.67509569184
611,169119.42008608757
616,114109.57300377819
625,173740.09817389224
629,150323.48464299706
630,128114.33077765266
631,144404.65382054533
640,195923.89412652588
642,165912.23838722517
643,146881.96867090723
646,111140.23717015995
647,136173.1514674637
655,90301.54019333252
659,115482.56078831613
663,63558.328767180865
665,101628.22825815117
667,196723.45789508874
673,146721.8496952208
676,166420.43957569898
680,140575.61002475218
682,123795.36857494527
687,134186.79027469817
688,156854.40255024412
692,102035.05367718083
693,119048.22412777797
695,140631.04381452582
697,122593.65221707433
700,143583.8705141765
702,124700.90930224377
703,140471.43266812788
704,100857.00867056097
712,104551.03126493278
713,99213.28176288563
717,181300.77501107682
720,175290.84958668487
721,59975.64837769735
726,158700.9393691801
733,95363.76884521944
736,128311.7948625169
738,117247.82273998114
741,128515.10674759577
743,11967.628073421103
745,111431.54010828178
750,154224.4375371967
