Id,SalePrice
2,114861.28968989755
4,261595.8649080661
6,191170.77672783475
7,238181.85378026334
17,188136.03444478844
18,375245.3587726419
22,203238.79860634243
27,119725.57567246108
31,96920.76065235324
36,157447.76883195277
39,376458.51091099
40,255281.57066836482
42,326675.59556713904
46,248116.961234144
53,170077.48232130962
58,180698.955571445
61,333270.6466617503
72,228077.05203211983
79,123913.39274009093
80,200974.108461047
82,161187.14843868595
83,87165.83351952305
85,153500.74311348103
88,124906.387384701
92,296913.9212509786
93,291234.6500447318
95,198514.77859416162
102,189854.6134786478
103,194793.61050392213
106,234487.32903577964
107,191451.28130251335
110,220046.66006540507
114,206802.82249111653
116,184263.4506274889
117,157885.6381336273
118,144465.54486496956
125,168748.87240314102
126,162653.8921155465
127,153050.01937406414
128,202227.45682979675
134,132231.49194413313
135,186727.56195234132
137,245301.07090797008
143,130701.18546207406
147,129557.74536289067
148,182289.56445447178
150,109725.4845523635
156,140682.37351213532
157,122637.47426423607
159,153285.90137558477
161,248387.78661791247
167,129896.60745986756
170,129731.95198996042
171,91159.01918888364
175,110752.16937939239
179,108554.45509073566
181,91843.33833221643
186,191861.06511723856
193,180804.99820386837
194,74163.00076964281
206,104797.62156522388
208,145238.97788886182
210,154183.46999321767
211,105766.27422474953
212,108734.4291740125
214,108373.61137485028
215,145459.29847345798
217,134476.70950670075
222,153452.5668202148
227,158328.978109422
228,177511.0344441184
233,228014.16371239166
235,141440.1165706084
238,126574.07498594026
241,150015.42323737618
252,178400.89389873735
253,178433.08975156848
256,154776.8947376564
257,180585.67016902863
258,186773.9042985168
259,179609.6883506794
261,146875.5409456995
263,128936.56776490172
266,228001.24194539356
267,217088.58539542265
270,143948.28235195545
271,225288.41912231245
276,110785.4733292811
285,128209.06236210004
288,54108.17532834802
289,156135.0061727228
290,136754.3878346241
291,140862.81690244062
292,141191.79644824413
293,197562.5982437775
294,205139.74827860418
295,186633.5269223652
304,145455.99069325914
322,345393.93398069585
326,172505.7974617935
327,90921.64341049884
328,141827.90948956215
331,85493.84088863365
332,88319.12172704111
333,90386.04408450857
335,138686.04471706692
337,208751.27498778258
342,119021.38148947949
343,177550.37482340483
347,181947.80807352904
350,325396.21219183935
